person_id,w_I,w_E,w_U,tau,noise_s,alpha_I_pos,alpha_I_neg,alpha_E,alpha_U,instinct_avoid_conflict_0,instinct_approach_conflict_care_0,enjoyment_avoid_conflict_0,enjoyment_approach_conflict_care_0,utility_avoid_conflict_0,utility_approach_conflict_care_0
0,0.1,0.8108617562459423,0.5883288594858709,3.0,0.06626662038433112,0.21184014585146366,0.2509102021353492,0.20962378854924735,0.1699673016082985,-0.2048156520094263,0.04871994159302645,-0.034341514520664085,0.13780348151360236,-0.1296891055468644,0.599466321928676
1,0.41848448501488555,1.0,0.650114955091825,3.0,0.13038745373489302,0.19235625243941298,0.10666963029373272,0.26507892377585207,0.106249199274687,-0.009955826197881212,0.11895675866784566,-0.35586706356269804,0.29448586661408316,-0.2004919788355188,0.48566359605589127
2,0.302522998227891,0.9765565325106936,0.19117717096282427,3.0,0.10160430687090982,0.20352906913471258,0.12851837973045838,0.1789388548373708,0.12492147304544779,-0.13467481591035718,-0.009311961193686935,-0.2765362526332911,0.1996105391936056,-0.05258882268599299,0.31472546793955536
3,0.1567103582931314,0.9062432940346586,0.5046647191872436,3.0,0.06842833497069765,0.18619922327996874,0.19860896974460548,0.16743179051543006,0.12062805577880498,0.08375173649692458,-0.1785453992501183,-0.25513895662880076,0.224740973562421,-0.22344631094165118,0.571638466055688
4,0.1972123549961397,0.8562011156873245,0.5142103108622738,3.0,0.129619511201153,0.25908139651638584,0.23041588869321564,0.2347543969254535,0.2808455835074875,0.014918756763686036,-0.00908279028226272,-0.10796528995113007,0.104291687442739,-0.1280270889755113,0.1951363613600146
5,0.13424578607166215,1.0,0.31566591333269645,3.0,0.056128317507399085,0.2982999044032838,0.11874559647131684,0.1376116676139036,0.12755898474801858,0.09051570681450338,-0.1211035839009903,-0.05572299139216183,0.41295751439844797,-0.5271089973177173,0.195674531186654
6,0.2725792772353954,1.0,0.293605519450712,3.0,0.09548421243618191,0.1453226558427781,0.12815860091304526,0.16681956640074097,0.1700666678459954,0.14614414894319294,0.2168697284881863,-0.3215052483763341,0.3862946544426616,-0.13470849713035404,0.43790163477052996
7,0.1,1.0,0.23053714292684668,3.0,0.1548908005240163,0.292253871264233,0.23394351167893584,0.2438068171608219,0.11155149035380328,0.0628659234619624,0.16993102219292694,-0.23128356584335757,0.5435670892546489,-0.457381471280818,0.27613644267552545
8,0.21702209740571293,0.809386885856944,0.19568337597600832,3.0,0.17857722010980903,0.19964760304718532,0.21489987251733073,0.26480928400070003,0.2266650211935246,-0.12377451748619411,-0.12427484157302077,-0.421733053001737,0.1750799276585473,-0.11786282233563043,0.3003275548798074
9,0.17092171613289173,1.0,0.32080226366500403,3.0,0.15614597712595293,0.13322581928816374,0.1294958218753461,0.12746503994229852,0.21348650974369796,-0.11336505337701591,-0.011308620793125779,-0.3870323495286605,0.5226166642981809,-0.3530745044593907,0.4892825984967376
10,0.5897089454286595,0.9503933803848058,0.45432262337543955,3.0,0.14089579291901516,0.21006510416710955,0.2753362521797125,0.29250122297058634,0.20232018873160162,-0.1797417076327188,-0.10580611075744795,-0.22930317157183383,0.040418678397410424,-0.19843609956316918,0.09263603669733239
11,0.1803241150269344,0.9728740536028494,0.6569823243267292,3.0,0.17826333581800158,0.22198639921931607,0.22880340029665527,0.17810869855802525,0.2453190124785382,0.04397912581633012,0.1047890672452787,-0.4023106920985193,0.37805907513755244,-0.6288183628148326,0.2272537760012892
12,0.1,0.8109362134640603,0.45096971835559785,3.0,0.1538375020756368,0.13425796260365191,0.25590424217544916,0.2538437729705808,0.19617568640315505,-0.005031441197989706,-0.006015061562784474,-0.051684264827944026,0.4797994510585629,-0.30030298820406554,0.48801441073620916
13,0.28372200317751095,0.9883743438570037,0.8641040005411549,3.0,0.157605961401808,0.21905087883071522,0.21821561655833333,0.1177825431780168,0.17703794670214915,-0.18425942714071736,-0.1488820788160123,-0.1342415324805017,0.19631777054066107,0.07933965822384353,0.46894024789385524
14,0.3295824222183743,1.0,0.563595737038366,3.0,0.1136489088878898,0.2033333418914852,0.12112745588204143,0.25672845504720293,0.1375277237045308,-0.08787693166090499,-0.2250455550468486,0.048790719007740374,0.20637288459136027,0.032691158676264126,0.2403869602419838
15,0.25773870704859975,1.0,0.20740698169555516,3.0,0.144198984872573,0.22148473090238346,0.11166310469083081,0.19389531343775884,0.1040678260486371,-0.1649903956278495,0.029230682716157974,-0.04271741013228644,0.04391706733202555,-0.3350948020932953,0.2964146408029812
16,0.2760234308692894,0.8211341274099404,0.4989630248951018,3.0,0.12668570011115554,0.2636870798590881,0.29455954842177545,0.1293299665786711,0.1162128689332471,-0.03452520056327213,0.18397919646524047,0.1484438240654325,0.11404796713982748,-0.21145763440091633,0.5012387510523509
17,0.1,0.9361344838310969,0.1755461167216566,3.0,0.171788209508002,0.1489940698561674,0.15508172208935955,0.2884392905475999,0.2490073408823568,0.15298750350615686,-0.15834199135950167,0.003115008563814914,0.2920804336030906,-0.12047171972333003,0.3621380618316578
18,0.1,0.9825309092212512,0.5373074336254813,3.0,0.19177748626199825,0.2055282968170133,0.1348058356303748,0.2728748605476482,0.29655594113328176,-0.10524941368274388,0.0550026614754664,-0.16286993183006268,0.28175159449214104,-0.13525403327288052,0.31413067561944363
19,0.1,1.0,0.6523057943143847,3.0,0.08302210670019085,0.2175882547614366,0.19864136566069684,0.28241625300100265,0.20630313013264864,0.21803700087793643,-0.043314927464854325,-0.2862395653350532,0.13366090340322814,-0.3391145016199597,0.35924661220496296
20,0.2628873362227511,1.0,0.1,3.0,0.16950223593650127,0.2720828133477456,0.11475668645121723,0.11740860597940306,0.1661147832895838,0.07596959601315145,-0.24238124138019712,-0.31979489709629205,0.44884188382939993,-0.2627093572839401,0.2642207112099759
21,0.5837369430057764,0.8991408289363617,0.29693903644445063,3.0,0.14026061079359756,0.16835056772763896,0.1558552982434566,0.2403105160549362,0.1730071529279485,-0.03859108469542194,0.17875685221729076,-0.3790851873895461,0.35150872946123457,-0.3948176061463399,0.20462509641099208
22,0.3598698797531245,1.0,0.5546404205291301,3.0,0.05273485569993582,0.2771086296042471,0.12169128448348708,0.16682715807836818,0.2380966993865594,-0.11072233700883644,0.2447900209695053,-0.14086927098908034,0.4379979415081894,-0.0403499823153117,0.3650411155542159
23,0.29348690937308225,0.9985807013994251,0.3796566175067491,3.0,0.16683010233086643,0.12840092527633523,0.12519963617471994,0.19734876537535048,0.1763942103554987,0.030958883729789055,-0.18916788626140563,-0.1690881740281173,0.16578575058212128,0.0647879270445561,0.23349989636331497
24,0.39505410538736024,0.828725642918808,0.7595564706556006,3.0,0.1149941354355883,0.1244296780141398,0.15774903301988064,0.2239341480520664,0.2305190819767108,0.17114038180877317,0.049261960531906956,-0.3187926965944301,0.06773066815464715,-0.07028886069055088,0.015408956421603448
25,0.21588612943234545,0.9600658216056553,0.5442191330835768,3.0,0.1442711499895177,0.28299074761730925,0.16282807700683374,0.13456041948954314,0.25408159001430297,-0.029144634412157366,-0.03313140759398442,-0.380261540885243,0.37483248325978447,0.012718416118845333,0.08329041496441128
26,0.30062071465556883,0.8683930042142844,0.3203895327893781,3.0,0.1398325531749961,0.28423896632876977,0.11252053989079443,0.22027289088631596,0.17813030568567334,0.11367734118867556,-0.06921496507637259,-0.20715338677238695,0.39040174154534935,-0.3125092707974378,0.28817118420200144
27,0.4084824662837909,0.9488674510543477,0.4484174152109234,3.0,0.10696619901816747,0.1598462135186357,0.10810651789081585,0.14353549804798157,0.1809744068055374,-0.01607272636625967,-0.22758517584215704,-0.009816186853138592,0.5460407992161547,-0.11819175958331825,0.09662687998679301
28,0.1771069562833134,0.8309008882777718,0.41119748044762056,3.0,0.0747630969015781,0.12298881081451143,0.1543098345579484,0.2619752182457407,0.2179827213728419,-0.06213502298949242,-0.07613623288915122,-0.2047668437507473,0.26873862987723396,-0.2248403792911407,0.35828464692200784
29,0.2806698902779629,1.0,0.6977098732119333,3.0,0.0794238127063435,0.16593155059117393,0.12474292524275409,0.17505766956391658,0.24158940339387538,0.19579206858448928,0.04640166998177986,-0.3005454055016439,0.34809647264059795,0.027529890885901548,0.3420306879088755
30,0.3438043296772053,1.0,0.17483877888063482,3.0,0.17001811322965005,0.2665327483073978,0.13723590341257902,0.2609766455050594,0.1937149735157876,0.05808428485249395,0.23741978168290484,-0.2264641097353111,-0.026978163754965312,-0.2307465844702037,0.3871049082266244
31,0.22204616620834527,1.0,0.8179181063432612,3.0,0.14948871542661757,0.2002050155354664,0.2972659962625113,0.20589788298742295,0.19017804707105498,-0.23684624832725065,0.15925694663741075,-0.12580422337972985,0.2126523895897659,-0.21344107734904655,0.26881510759866245
32,0.3393539841960105,0.9592463326554314,0.7795459657603562,3.0,0.09986083257078873,0.2632275012256814,0.1321663076928143,0.23780377563431915,0.29732205086179736,0.13674900724283023,-0.03847725319509171,-0.24257682872059677,0.2547655180108169,-0.11320201755949223,0.4966435667297028
33,0.1,0.815411637396665,0.4284573921271833,3.0,0.06866535239987578,0.10886785193326186,0.21453558592759137,0.1852538417530969,0.18535855665792889,0.23029721986341578,0.17868927675408042,-0.34907545536318413,0.4277180257086372,-0.39713381880834997,0.46844759618927184
34,0.1,1.0,0.5366697928061934,3.0,0.08731374621417676,0.18580054168067306,0.2355981410779221,0.21563825167991318,0.24181855098998475,0.014735073153455458,-0.2307520009693254,-0.051047262096878876,0.4150638597160934,-0.0947962153141408,0.39466819560328104
35,0.20199205731441283,0.8873019238962063,0.3784168839874804,3.0,0.0849664285926646,0.19860168483773805,0.13837283740988476,0.2468716971044379,0.13053112459016397,0.22690192895496575,-0.10324610646634635,-0.13698893072117085,0.26126143359314263,0.059396226859971646,0.13633825463250462
36,0.37761201124726096,1.0,1.0,3.0,0.1315667022377679,0.10202632898156622,0.22120250615949333,0.1324546275130837,0.24409250123933704,-0.018323886520783317,-0.07331289226764376,-0.48236879627992535,0.10700359888862745,-0.09154469726981543,0.21636082556068043
37,0.49121578085111006,0.9153150616073263,0.5644461100138293,3.0,0.17519253178437177,0.27992459152274407,0.11873142350147488,0.28600934900819297,0.11313694357349253,-0.05618526912970939,-0.06468420837188421,-0.10871343426541054,0.15496248361973824,-0.17877149611263238,0.24071742676954175
38,0.17998417225866367,0.922305850939945,0.47274385989154527,3.0,0.12499951454079726,0.2018765640462042,0.1800004461215461,0.1438909303780691,0.22813295434062025,-0.0057004394271420455,-0.13347233223810362,-0.3886193694331913,0.2679151209036532,-0.3773563786526125,0.19007210263477825
39,0.1,0.9726446865077677,0.17518291752197346,3.0,0.09469512627680374,0.2781687825585121,0.1912771609363098,0.284123821333407,0.15610173775580702,-0.2400768707884125,-0.2115166824025425,-0.3449726130115419,0.3475356004364819,-0.17372860292108658,0.49755541547648086
40,0.30085817167008594,1.0,0.7676176945114701,3.0,0.19141123075871025,0.24085228104573395,0.27795435016117265,0.20150764756048833,0.2589167688425148,0.22962046706692102,-0.06212859558462719,-0.15957936134847941,0.4880196220008739,-0.3760400748648416,0.4256063647260112
41,0.1,0.9686977885200339,0.32453432608675037,3.0,0.10017797340811174,0.1889040717156196,0.2578733386704465,0.2670486963686206,0.2859248623661056,-0.05796090618963695,0.21089824588568107,-0.45241635946748826,0.35843560048288503,-0.12295391347357114,0.21693774272769725
42,0.43314716631502126,0.8174762351440932,0.45437523280168296,3.0,0.10609933291387957,0.17976359311586118,0.15236824959412548,0.2978299469248541,0.26236592482631005,-0.06868352332427347,-0.22916116487756577,-0.44323874197998775,0.0933405756714952,-0.48387864808327175,0.4506474822468669
43,0.24356555825370102,0.8973159284029236,0.37453159896352395,3.0,0.06066874158365152,0.15033178641899847,0.11174463586339421,0.27019757875938566,0.22046653524766757,-0.01975512796722001,0.14405483087618648,-0.30440891088693295,0.5333835897295719,-0.27852797561206755,0.5598374522926971
44,0.17082014755501124,0.9378324434534915,0.4707478320524503,3.0,0.12836921462923262,0.2224972220584861,0.22091997230076196,0.27676183514315156,0.27980724424738734,-0.2137870790019331,0.16011922556661,-0.38863463994056924,0.05207069819811516,-0.40187214953494155,0.47846776332294905
45,0.2539004072356472,0.767683232452764,0.7063751491908195,3.0,0.07132631805741513,0.11813870895883423,0.2580114150625116,0.28986007234149347,0.17626810074920632,0.11897132455338827,0.12471905384326715,-0.034912738933547544,0.2586398564745218,-0.4275797481374598,0.2375691774843926
46,0.17587961017917125,1.0,0.4703056825445039,3.0,0.08949324797631567,0.2272731766941682,0.17324064778658835,0.2707686428807108,0.29021705712824686,-0.20778395640649466,0.142095554010144,-0.24563745979454576,0.19087259071637847,-0.34555557366328715,0.34643255472104106
47,0.1,0.8391539371167334,0.5821680750646019,3.0,0.09716568963444817,0.25115353261422096,0.21992765547668436,0.2876059503034673,0.24689426841002424,-0.0419767977284376,-0.1112854420598105,0.11144874074757061,0.7529588937286238,-0.0912467010516275,0.15363312525057268
48,0.4803014330294541,1.0,0.5697222172470342,3.0,0.13916611193700335,0.2927705187614149,0.17250226828333548,0.20833671049253294,0.15093215440406998,-0.04602915078114561,-0.06453808734112776,-0.2773391938821334,0.6687673118644317,-0.14659213356051037,0.3384326150414837
49,0.22720068243143596,0.8792022957602666,0.9238130617671514,3.0,0.1517310412614638,0.29624594310160624,0.13659228110295568,0.21964216585850682,0.18223619634614022,0.20941430422029272,0.14040125340535586,-0.3141766095946176,0.512106161515802,-0.010554290775348613,0.4504490079862933
