person_id,w_I,w_E,w_U,tau,noise_s,alpha_I_pos,alpha_I_neg,alpha_E,alpha_U,instinct_avoid_conflict_0,instinct_approach_conflict_care_0,enjoyment_avoid_conflict_0,enjoyment_approach_conflict_care_0,utility_avoid_conflict_0,utility_approach_conflict_care_0
0,0.2982813785017239,0.8865356563344876,0.8378593766635194,3.0,0.17518477271891725,0.2731757249696971,0.12845578975965916,0.2180386350109536,0.1606632347336831,-0.06246183621962598,0.11873219353488013,-0.06745733533152176,0.414668804527675,-0.21384380877419654,0.2894574737956529
1,0.637030781476832,0.8012415874186986,0.6878326608571254,3.0,0.055615029156074275,0.1393614930710288,0.21222997764092844,0.2940131129266389,0.2941689448207674,0.14315222409755113,0.12449374848954858,-0.08948840368490985,-0.09195571227377763,-0.12064314567325582,0.6328109743771496
2,0.3658965398626237,0.7850810087394873,0.5858923416312565,3.0,0.05695096596361418,0.1677869608432206,0.239555914853282,0.16844134675520595,0.1993033095475538,-0.07691259312156118,0.0915981005829688,-0.22612528670454513,0.46985076260697356,-0.0995672543852293,0.21852713827808815
3,0.4156471711298034,0.5831941011171567,0.8557904845678871,3.0,0.09978369042919834,0.16346546402966772,0.1326256681580599,0.2332282212191095,0.26726351757388067,0.061367796894663984,0.015770157725821132,-0.3133693927017847,0.38993731844038926,-0.1557215624076218,0.4126916193186946
4,0.20290356520511826,0.5118243305604826,0.8295415629398538,3.0,0.15131044743798383,0.2142312705732155,0.20780802093597991,0.10517480803848323,0.10415511866797514,-0.21354069267330722,0.042786975921003,-0.17829364282458343,0.3922084817170492,-0.38071221682540024,0.3138945373064406
5,0.3720253202054953,0.9296486810420747,0.5570248784574682,3.0,0.13682844546604653,0.13788063386107594,0.1751287632659799,0.2879166782095639,0.17396970568982942,0.0896879867359619,0.07851802902437893,-0.5805165608840692,0.323411348261387,-0.49054411852736174,0.3278496454676837
6,0.4817479158186057,0.519971457607273,1.0,3.0,0.14082272244157756,0.1752826262090628,0.2753704094243462,0.22847933625587222,0.22853280360065809,0.06045021870163142,-0.08370842483297047,-0.24932066464404554,0.36189047187358325,-0.13031926964825358,0.27959687659616567
7,0.47483401995873536,0.7474031571815369,0.4493032580900147,3.0,0.15959022596165068,0.23248156872788234,0.2469060393152727,0.11590430476225295,0.1337860866428422,-0.048114309791544185,-0.14183908377708793,0.09297211472497596,0.22724349772071217,-0.23832915630250778,0.36060207580348713
8,0.6612501665338218,0.9513731668645655,0.9436121568704663,3.0,0.11283670558884465,0.16989328517911165,0.2684586081208219,0.1968352964687012,0.10305647185784202,-0.04053202214039153,-0.1555028393530299,-0.2918386822122498,0.380633274650124,-0.2795286828142086,0.14381178667580607
9,0.5393984784959877,0.9680583325922508,0.8107913342307057,3.0,0.18626531981539052,0.10648144161221368,0.1645809796819597,0.2643754838772112,0.2710709531688613,-0.04660835217512466,-0.11599149328433134,-0.06311979217424268,0.2103661127071147,-0.09139101356840555,0.47174733680503966
10,0.517248552865513,1.0,0.924702546945137,3.0,0.17180755169687956,0.22820066937423633,0.1647487214736611,0.16040485497305845,0.18936857882067215,-0.12981086682651177,0.017855484275943634,-0.2761482926426597,0.022851835312174718,-0.42590324749978214,0.18847000208054554
11,0.3494173479575988,0.6626929850096692,0.7496602335381986,3.0,0.0786153366562654,0.22832429391870268,0.1036077973894961,0.13186681309168183,0.19480243837349953,0.11884386035575623,-0.20862623867881175,-0.020677722363283163,0.30008252330247864,0.009589137816573085,0.3801677075714346
12,0.36716395670335883,0.80294792892901,1.0,3.0,0.08890326868236205,0.24367691878006284,0.11077773729648997,0.23131330842702377,0.12332574001995807,-0.22270170832876351,0.04296677435565588,-0.350823980855242,0.31357539067963974,-0.17746066444520317,0.39871890143617283
13,0.7034612416068461,0.4385073790690013,0.967584453359863,3.0,0.08371454757739381,0.11789259801707475,0.12781468245374122,0.2208697394415553,0.1983647388657373,0.03458254992159443,0.16968975471260228,-0.37648144587981414,0.5876714819760938,0.035789150406051295,0.21356057922002358
14,0.16576419107034795,0.653005114232278,0.7445808844519886,3.0,0.12090161862333433,0.25938402669718397,0.12765143953093894,0.17527709849213285,0.1347300206622441,-0.24792560194161306,0.029778840389648065,-0.04684126853443116,0.11845231282552876,-0.40618285823830436,0.39276637429645667
15,0.21183941281744928,0.5876294810241267,0.6898279488855386,3.0,0.1915980388149845,0.17525891855343684,0.11817173965788846,0.24114165314129657,0.10697065171306595,0.08482841376432748,0.22645661631424763,-0.3074855113787153,0.20533977306758933,0.050662929209701224,0.3538622898495484
