person_id,w_I,w_E,w_U,tau,noise_s,alpha_I_pos,alpha_I_neg,alpha_E,alpha_U,instinct_avoid_conflict_0,instinct_approach_conflict_care_0,enjoyment_avoid_conflict_0,enjoyment_approach_conflict_care_0,utility_avoid_conflict_0,utility_approach_conflict_care_0
0,0.23177625020917006,0.6783787513399996,0.9631668412872709,3.0,0.1805293729830703,0.19369807655087962,0.16246125243203535,0.18453377481011823,0.12162946575668743,0.07779815245828936,0.18035190265627787,-0.1831790652032123,0.1833484677739447,-0.4514248293559678,0.41055393873367785
1,0.3878876039849262,0.3142204835935581,1.0,3.0,0.16037862910109452,0.16259050139544604,0.1856188946681831,0.13415596681488623,0.2774236814123893,0.14991472580381476,-0.10598189820438464,-0.31445078285754136,0.41076006800444675,-0.286461939589084,0.29884855336666727
2,0.36905400092108087,0.2828629518236816,1.0,3.0,0.08804158047899091,0.2664053621421757,0.28519209701227594,0.24849160805993067,0.1505208264576514,-0.23883978905876507,0.1646705546295104,-0.30875800241592827,0.4751501738490873,-0.2629274746055344,0.35562265846684743
3,0.1568348057864333,0.7961094779369542,0.7853163886906463,3.0,0.19099204657159308,0.12145292806948622,0.1419477761576339,0.2828790467106308,0.25789450637809413,-0.055107858621217254,-0.06455916502514908,-0.14638308844577408,0.13425736887252662,-0.33313879270785596,0.4636682768924404
4,0.1,0.6227184836415536,0.9770283433377495,3.0,0.11411707389255409,0.2944538580368509,0.2931517256565416,0.22058645819706874,0.27749234124040856,0.05279163635779249,-0.05985931158580243,-0.21549068021257123,0.2458280475957849,-0.02848330329220386,0.3186548266677901
5,0.3246791441003714,0.40419365161495274,0.9754076358319015,3.0,0.07045831302921934,0.2356496421418214,0.1298038941836363,0.14542438265002816,0.1300360915711748,0.10340309723390245,0.029299250739559968,-0.12138517906382593,0.24758057733703953,-0.18581260683338083,0.21015409005195496
6,0.39808826146132004,0.6102690358956226,1.0,3.0,0.07017269969366338,0.261217132701249,0.1513342241671319,0.2962806738455368,0.2555866331634875,0.13412386037134227,-0.06963044659773715,-0.1922944046001944,0.2962802678941294,0.00978226783537095,0.42810429225864843
7,0.4117559019977386,0.6375403999327199,1.0,3.0,0.1439306218158599,0.19203180166735861,0.2150787147221301,0.13451279268191696,0.17909666333917468,0.23808440312894863,-0.21610491588838643,-0.38437547541569195,0.2671369856188512,-0.053616393595565276,0.2889388281539578
8,0.12397760753817169,0.3942414919581957,1.0,3.0,0.14199007114359025,0.2221517110087276,0.22720911785199105,0.25079263669146257,0.2894941150436252,-0.01402096266991859,-0.20329048774019315,-0.16443311995177465,0.5307078804439038,-0.31405878981132684,0.11035002886107306
9,0.1,0.47563071848955263,0.9800251286884096,3.0,0.16201665199799054,0.16804459251106238,0.10002207026560056,0.2993935281740282,0.2992568358588379,0.14661816024949903,-0.022414901099876428,-0.3352537460182007,0.07400990521478656,-0.19323806589422093,0.1883025709153893
