person_id,w_I,w_E,w_U,tau,noise_s,alpha_I_pos,alpha_I_neg,alpha_E,alpha_U,instinct_avoid_conflict_0,instinct_approach_conflict_care_0,enjoyment_avoid_conflict_0,enjoyment_approach_conflict_care_0,utility_avoid_conflict_0,utility_approach_conflict_care_0
0,0.45156003025420394,0.8560948183164903,0.9818233889036658,3.0,0.1542375409645669,0.4142640828128653,0.4567231044607447,0.35406745290979347,0.309486858763278,0.19313837444787418,-0.058139929763448395,-0.19105984640270118,0.49084781393784016,-0.17040809809929386,0.05073967319932629
1,0.5234730866533663,0.5759017482305507,0.7879052111337642,3.0,0.0643668131031396,0.3690820366000572,0.4293031376367028,0.37045234217168665,0.3246222592979942,0.18962849238499213,-0.23760265998373242,-0.1438786106151867,0.31872471238273614,-0.09688824768573767,0.3840792457126035
2,0.2700945046682298,0.8742483801632698,0.474563114508121,3.0,0.06089949334231082,0.38761260573650536,0.4151741264316836,0.3950971506270089,0.4132895574034864,-0.11034491395182461,0.036068896297620945,-0.397086393443159,0.37654366647160376,-0.19022753054735111,0.563642137601712
3,0.3331937445688586,0.9139697571520009,0.6408489521487705,3.0,0.16394735735384422,0.3121816775678636,0.34991890738728004,0.4764025912409708,0.381167256674824,0.2209750784612946,0.1889531592729501,-0.3309313628368034,0.2597075268147078,-0.3183649371375539,0.5123200646500807
4,0.5094402399660561,0.6029005742537502,0.4522244273842836,3.0,0.18285889701951813,0.38386346883548367,0.41505488687944175,0.3111019705506637,0.41695338556229256,0.17737363404914486,0.12273373931422182,-0.18567024342673658,0.3298800643583215,-0.10117454960279108,0.38358407634751757
5,0.2960189783482293,0.4165981887438605,0.5863463436338937,3.0,0.1305641787105246,0.34433974301661546,0.3697320663702447,0.3716252360734743,0.3521752865235825,0.004998875096810573,-0.06555801071509693,-0.2343374778805832,0.3339524204470681,0.041051997035370685,0.3331900780363364
6,0.6193766935438513,0.816253623818376,0.9148976664080088,3.0,0.10712562166069053,0.3432516873468827,0.46926513885552334,0.40367255700102284,0.3268186589601954,-0.005985160443027382,0.0880136919812583,-0.36023123097081755,0.37057282835173244,-0.5051354001801768,0.4028650120023909
7,0.29543370716966544,1.0,0.9940074599035701,3.0,0.0688591896092346,0.4485689966755042,0.38276017517870864,0.3731570379954776,0.46462479726277794,-0.22494508543602315,-0.1287565026129202,-0.247103543013671,0.27647632948256384,-0.20490820413835492,0.5374433839062158
8,0.7754217091546016,0.9947459707178806,0.7254973721608698,3.0,0.06293332756652215,0.4105219192432946,0.31897593376151767,0.42811133613961166,0.4494578267581453,-0.03448994150930623,0.18563880426066853,-0.04782245979804298,-0.08383744204307264,-0.1253724005967433,0.628210365386545
9,0.42100548195973814,0.49825833464553676,0.8916319024996848,3.0,0.17759034932566992,0.31594963801796194,0.3779891713737827,0.31026352173720617,0.4166858272150382,0.12608334901753726,0.06484023063617256,-0.36212312194246643,-0.0005615471158428309,-0.10425174761637615,0.32597439243528586
