person_id,t,situation_type,choice_behavior,observed_behavior,partner_id,enjoyment_out,utility_out,instinct_avoid_conflict,instinct_approach_conflict_care,enjoyment_avoid_conflict,enjoyment_approach_conflict_care,utility_avoid_conflict,utility_approach_conflict_care,choice_prob,suggest_term_avoid_conflict,suggest_term_approach_conflict_care
0,0,observe_feedback,avoid_conflict,,35.0,-0.1163495021527552,0.3371397439818938,-0.1655616934145498,0.0234762501554272,-0.1732454814741686,0.0230382230411482,0.2721237131276674,-0.0545152855401241,0.4910429647204789,0.0,0.0
0,1,solitary,approach_conflict_care,,,0.782736315275127,0.3827754319529413,-0.2633795530902765,0.0737685968116682,-0.1732454814741686,0.2124899927534956,0.2721237131276674,0.0590899858512884,0.3473918413550404,0.0,0.0
0,2,suggest,approach_conflict_care,,65.0,0.7265964673802615,0.803484631190418,-0.4237251018953093,0.1661337539345103,-0.1732454814741686,0.4048631099323507,0.2721237131276674,0.3781241636736309,0.9315529071423954,0.3427558684510443,0.6481213523520484
0,3,solitary,approach_conflict_care,,,0.5635117837023887,0.3556883395296629,-0.4912794994733834,0.20907903848979,-0.1732454814741686,0.4444265527203491,0.2721237131276674,0.3722954831441707,0.9145003029335158,0.0,0.0
0,4,solitary,approach_conflict_care,,,0.712219231566565,0.6998849971137592,-0.5772369970928757,0.269130434129664,-0.1732454814741686,0.4650351266150689,0.2721237131276674,0.4509028355340129,0.9628243526536148,0.0,0.0
0,5,suggest,approach_conflict_care,,14.0,0.3124685622065465,0.70464075111153,-0.6267958102107429,0.3067712447838828,-0.1732454814741686,0.4269884263250473,0.2721237131276674,0.5168222882192447,0.9907070824614752,0.1449974059230617,0.4819995267092112
0,6,observe_feedback,approach_conflict_care,,20.0,0.6600572960878546,0.7188230108609853,-0.6705450422139845,0.3424735007453508,-0.1732454814741686,0.4851106070871139,0.2721237131276674,0.569300756201681,0.95059998278784,0.0,0.0
0,7,observe_feedback,approach_conflict_care,,41.0,0.5069273982045386,0.4102535468947278,-0.7091657270217772,0.376337040307438,-0.1732454814741686,0.4905512284719676,0.2721237131276674,0.5279813303493593,0.9694996649684288,0.0,0.0
0,8,observe_feedback,approach_conflict_care,,0.0,1.0,0.1100518989821297,-0.743259063675375,0.4084565599509775,-0.1732454814741686,0.6175963959278327,0.2721237131276674,0.4194059945976102,0.9792437943576052,0.0,0.0
0,9,solitary,approach_conflict_care,,,0.0286899175875421,0.2005204970510213,-0.7733557750610058,0.4389218791548432,-0.1732454814741686,0.4707362475910746,0.2721237131276674,0.3625409724105821,0.9714566192146812,0.0,0.0
0,10,observe_feedback,approach_conflict_care,,8.0,0.2466521438465469,-0.2660085921582189,-0.7999243695471773,0.4678181915684104,-0.1732454814741686,0.4148546671938306,0.2721237131276674,0.1992479021273665,0.9473796667761883,0.0,0.0
0,11,observe_feedback,avoid_conflict,,7.0,0.024595271079924,0.0250311985066027,-0.7072257328138765,0.2957517454822435,-0.1239084078711831,0.4148546671938306,0.2079306921935841,0.1992479021273665,0.0455325195367874,0.0,0.0
0,12,solitary,approach_conflict_care,,,0.6773091209129128,0.6166115874444742,-0.741546487216279,0.3320215211573328,-0.1239084078711831,0.4803049575581948,0.2079306921935841,0.3076762607515627,0.9476905595143454,0.0,0.0
0,13,suggest,approach_conflict_care,,26.0,0.3555736229359469,0.5899767348646303,-0.7718439570791247,0.3664233523695394,-0.1239084078711831,0.4491997430995413,0.2079306921935841,0.3810160795325275,0.944159669231002,-0.0094862921807228,-0.117296396978849
1,0,suggest,approach_conflict_care,,0.0,0.6114852151128226,0.3616908576937591,-0.4310540398601699,0.4310078599676681,0.1843071554508569,0.2614696235802675,0.1885986248411644,0.0381539422950951,0.9455099716545932,0.2756226796521382,1.2376201032078051
1,1,observe_feedback,approach_conflict_care,,8.0,0.1138480391780911,1.0,-0.554187608903749,0.5490696180142308,0.1843071554508569,0.2237806968908038,0.1885986248411644,0.1864383820789249,0.7773538541811251,0.0,0.0
1,2,observe_feedback,approach_conflict_care,,2.0,0.2548950439215203,0.1063310426469528,-0.6506721165466924,0.6426344142710347,0.1843071554508569,0.231724429163968,0.1885986248411644,0.1740885139736408,0.8456200516355064,0.0,0.0
1,3,solitary,approach_conflict_care,,,0.3559731827253721,0.0837449510474779,-0.7262750596548104,0.7167851913171005,0.1843071554508569,0.2634460922472967,0.1885986248411644,0.1601605631240555,0.845217581810245,0.0,0.0
1,4,solitary,approach_conflict_care,,,0.3246462848450698,0.0691872679464805,-0.8087254858408311,0.7988360719337181,0.1843071554508569,0.3043047936174066,0.1885986248411644,0.1798771299942602,0.951144252707858,0.0,0.0
1,5,observe_feedback,approach_conflict_care,,68.0,0.1776592738679463,-0.4604064577838161,-0.8501218841731202,0.8405761335832657,0.1843071554508569,0.271971217679198,0.1885986248411644,0.0811668505728295,0.9499144613470504,0.0,0.0
1,6,solitary,approach_conflict_care,,,0.6055352635633913,0.4614563430415042,-0.8825591077694612,0.8736554340155537,0.1843071554508569,0.3571326859189666,0.1885986248411644,0.1397947504271482,0.9578959260055792,0.0,0.0
1,7,suggest,approach_conflict_care,,7.0,0.1741737161199957,0.3514462293621312,-0.9079761371978,0.8998710186085255,0.1843071554508569,0.310421852758233,0.1885986248411644,0.1724243180506627,0.9468517184238257,0.0393442739384293,0.0992604438641732
1,8,observe_feedback,approach_conflict_care,,48.0,0.5135288960134442,0.8082888076342075,-0.9278923110664512,0.9206470588079864,0.1843071554508569,0.3622766441450035,0.1885986248411644,0.2704533205724516,0.9405268657996156,0.0,0.0
