person_id,w_I,w_E,w_U,tau,noise_s,alpha_I_pos,alpha_I_neg,alpha_E,alpha_U,instinct_avoid_conflict_0,instinct_approach_conflict_care_0,enjoyment_avoid_conflict_0,enjoyment_approach_conflict_care_0,utility_avoid_conflict_0,utility_approach_conflict_care_0
0,0.37508528703570576,0.852844813402265,0.8884559354355008,3.0,0.07515492795166714,0.051501406559999977,0.11722599370587475,0.24937770892018812,0.2597934665585811,-0.1808354649419754,0.1371679505915256,-0.19214791634528527,-0.05496870492173539,0.24930475750595793,-0.1537045883845451
1,0.5398215398523647,0.2411353236455435,0.7378115449787559,3.0,0.10300065426027018,0.20749277492630047,0.21642401505639725,0.25530769664946135,0.15416649950997002,-0.08922715887955024,0.12441038983352742,0.1506947169213615,-0.004371276804316926,0.19651550976815152,-0.17804565196072086
2,0.4943234721774541,0.3753513731829059,0.36670347314801205,3.0,0.1627236215857094,0.07378206960679211,0.06719647002218904,0.09407284125553254,0.09383662786348047,0.16155381140344988,-0.0507466882628938,0.2451942286802412,-0.1813943711046938,0.07676991284682166,-0.0256352463993747
3,0.915609198175025,0.7170326105828473,0.33756828154961827,3.0,0.18353959427354283,0.14399118805746802,0.14521835133573213,0.28388548596066376,0.06487167304583501,-0.14241086268564074,0.042885662577361205,-0.15225674520899796,0.0897635046044789,-0.1429538553316399,-0.20042151470059283
4,0.803417211950314,0.8558470865904193,0.6208484215088168,3.0,0.19950158172787302,0.058835020588832256,0.1302529928372227,0.13098416723440903,0.2871613746781603,0.038430479248796445,0.15309548272236262,-0.16482940317074057,0.23931707195021945,-0.0006802265618424119,-0.0031639618646771006
5,0.511277369217664,0.37163117804811496,0.6501379284598858,3.0,0.16333093137101412,0.10148447246907429,0.2153579763847489,0.2818762149062624,0.19934863226846017,0.0844738294957898,-0.2237120048384723,0.22275994551095324,-0.053757632867528105,0.21195020027271494,0.03948876237512128
6,0.280884932748468,0.8487703217919376,0.5854108410897374,3.0,0.13465890205387682,0.2464288592635689,0.17144228609881443,0.15624484641652536,0.14249609196179946,-0.04119035367297719,-0.19080045841066562,0.1473752792087859,0.16885842909352056,-0.10780143271329556,-0.09810169079502795
7,0.6276806010314202,0.994834397429478,0.9669660207775472,3.0,0.05605988432632448,0.19115940072589765,0.11035297333938617,0.27574728835153417,0.06127868642731964,0.21793705100554028,0.16873787189388845,-0.19124780887369924,-0.2200878313413504,0.16735383216346794,-0.1721211645127103
8,0.30154820543273586,0.8366308521335761,0.6365405552648382,3.0,0.1315243392619791,0.22978431526410276,0.2443607637293423,0.22620958076079523,0.170734597367946,-0.021798071049077328,-0.0568292713884091,-0.06920048521366867,-0.0542465791577843,-0.20512338237440236,-0.2112819573697809
9,0.47832062060527386,0.2724632468283515,0.380743166333426,3.0,0.1156762348513756,0.2391387303648947,0.12566196447468306,0.2426933034163425,0.18511917304268877,-0.15859561478451173,-0.0896329405232742,0.07659594251140933,0.08642669734244673,-0.03262012659547692,-0.13567719866894268
10,0.884983203037286,0.70485235429751,0.47813890786872265,3.0,0.14937943915493,0.18437083772281349,0.24211739250132502,0.1427280803854173,0.15627044187853278,0.1560614805935296,0.002881157371370624,0.11828654655786652,-0.020145267773203968,-0.14225242909364977,0.12260192139050541
11,0.8257689562142361,0.7983921031619576,0.8520584769750033,3.0,0.11723609497559107,0.21411141652797216,0.0981506142428539,0.14020264035437885,0.09408889410445033,-0.01625773028571409,-0.05396998879227838,-0.1295364417928439,0.12589035461539078,-0.09307661394417671,-0.11359783492708214
